Date,District,Disease,Cases
2023-01,Ahmedabad,Typhoid,35
2023-01,Ahmedabad,Tuberculosis,8
2023-01,Ahmedabad,Hepatitis A,3
2023-01,Chennai,Dengue,28
2023-01,Chennai,Malaria,10
2023-01,Chennai,Cholera,27
2023-01,Chennai,Typhoid,20
2023-01,Chennai,Tuberculosis,3
2023-01,Chennai,Hepatitis A,32
2023-01,Kolkata,Dengue,15
2023-01,Kolkata,Malaria,15
2023-01,Kolkata,Cholera,40
2023-01,Kolkata,Typhoid,11
2023-01,Kolkata,Tuberculosis,11
2023-01,Kolkata,Hepatitis A,3
2023-01,Pune,Dengue,12
2023-01,Pune,Malaria,7
2023-01,Pune,Cholera,3
2023-01,Pune,Typhoid,24
2023-01,Pune,Tuberculosis,2
2023-01,Pune,Hepatitis A,23
2023-01,Jaipur,Dengue,16
2023-01,Jaipur,Malaria,27
2023-01,Jaipur,Cholera,6
2023-01,Jaipur,Typhoid,27
2023-01,Jaipur,Tuberculosis,4
2023-01,Jaipur,Hepatitis A,24
2023-01,Lucknow,Dengue,13
2023-01,Lucknow,Malaria,14
2023-01,Lucknow,Cholera,21
2023-01,Lucknow,Typhoid,20
2023-01,Lucknow,Tuberculosis,19
2023-01,Lucknow,Hepatitis A,14
2023-02,Mumbai,Dengue,27
2023-02,Mumbai,Malaria,26
2023-02,Mumbai,Cholera,25
2023-02,Mumbai,Typhoid,31
2023-02,Mumbai,Tuberculosis,17
2023-02,Mumbai,Hepatitis A,16
2023-02,Delhi,Dengue,8
2023-02,Delhi,Malaria,23
2023-02,Delhi,Cholera,22
2023-02,Delhi,Typhoid,18
2023-02,Delhi,Tuberculosis,4
2023-02,Delhi,Hepatitis A,26
2023-02,Bengaluru,Dengue,10
2023-02,Bengaluru,Malaria,26
2023-02,Bengaluru,Cholera,27
2023-02,Bengaluru,Typhoid,25
2023-02,Bengaluru,Tuberculosis,8
2023-02,Bengaluru,Hepatitis A,8
2023-02,Hyderabad,Dengue,25
2023-02,Hyderabad,Malaria,10
2023-02,Hyderabad,Cholera,14
2023-02,Hyderabad,Typhoid,34
2023-02,Hyderabad,Tuberculosis,17
2023-02,Hyderabad,Hepatitis A,10
2023-02,Ahmedabad,Dengue,28
2023-02,Ahmedabad,Malaria,11
2023-02,Ahmedabad,Cholera,22
2023-02,Ahmedabad,Typhoid,15
2023-02,Ahmedabad,Tuberculosis,6
2023-02,Ahmedabad,Hepatitis A,23
2023-02,Chennai,Dengue,28
2023-02,Chennai,Malaria,19
2023-02,Chennai,Cholera,22
2023-02,Chennai,Typhoid,4
2023-02,Chennai,Tuberculosis,1
2023-02,Chennai,Hepatitis A,23
2023-02,Kolkata,Dengue,27
2023-02,Kolkata,Malaria,31
2023-02,Kolkata,Cholera,19
2023-02,Kolkata,Typhoid,14
2023-02,Kolkata,Tuberculosis,9
2023-02,Kolkata,Hepatitis A,15
2023-02,Pune,Dengue,25
2023-02,Pune,Malaria,12
2023-02,Pune,Cholera,28
2023-02,Pune,Typhoid,13
2023-02,Pune,Tuberculosis,25
2023-02,Pune,Hepatitis A,19
2023-02,Jaipur,Dengue,34
2023-02,Jaipur,Malaria,20
2023-02,Jaipur,Cholera,20
2023-02,Jaipur,Typhoid,17
2023-02,Jaipur,Tuberculosis,15
2023-02,Jaipur,Hepatitis A,24
2023-02,Lucknow,Dengue,22
2023-02,Lucknow,Malaria,14
2023-02,Lucknow,Cholera,15
2023-02,Lucknow,Typhoid,10
2023-02,Lucknow,Tuberculosis,15
2023-02,Lucknow,Hepatitis A,19
2023-03,Mumbai,Dengue,24
2023-03,Mumbai,Malaria,8
2023-03,Mumbai,Cholera,29
2023-03,Mumbai,Typhoid,26
2023-03,Mumbai,Tuberculosis,8
2023-03,Mumbai,Hepatitis A,31
2023-03,Delhi,Dengue,22
2023-03,Delhi,Malaria,9
2023-03,Delhi,Cholera,13
2023-03,Delhi,Typhoid,16
2023-03,Delhi,Tuberculosis,6
2023-03,Delhi,Hepatitis A,21
2023-03,Bengaluru,Dengue,28
2023-03,Bengaluru,Malaria,18
2023-03,Bengaluru,Cholera,25
2023-03,Bengaluru,Typhoid,28
2023-03,Bengaluru,Tuberculosis,27
2023-03,Bengaluru,Hepatitis A,26
2023-03,Hyderabad,Dengue,22
2023-03,Hyderabad,Malaria,13
2023-03,Hyderabad,Cholera,6
2023-03,Hyderabad,Typhoid,21
2023-03,Hyderabad,Tuberculosis,8
2023-03,Hyderabad,Hepatitis A,6
2023-03,Ahmedabad,Dengue,22
2023-03,Ahmedabad,Malaria,17
2023-03,Ahmedabad,Cholera,27
2023-03,Ahmedabad,Typhoid,14
2023-03,Ahmedabad,Tuberculosis,13
2023-03,Ahmedabad,Hepatitis A,10
2023-03,Chennai,Dengue,11
2023-03,Chennai,Malaria,21
2023-03,Chennai,Cholera,21
2023-03,Chennai,Typhoid,23
2023-03,Chennai,Tuberculosis,15
2023-03,Chennai,Hepatitis A,14
2023-03,Kolkata,Dengue,9
2023-03,Kolkata,Malaria,21
2023-03,Kolkata,Cholera,11
2023-03,Kolkata,Typhoid,7
2023-03,Kolkata,Tuberculosis,31
2023-03,Kolkata,Hepatitis A,10
2023-03,Pune,Dengue,32
2023-03,Pune,Malaria,37
2023-03,Pune,Cholera,25
2023-03,Pune,Typhoid,24
2023-03,Pune,Tuberculosis,7
2023-03,Pune,Hepatitis A,8
2023-03,Jaipur,Dengue,9
2023-03,Jaipur,Malaria,8
2023-03,Jaipur,Cholera,25
2023-03,Jaipur,Typhoid,22
2023-03,Jaipur,Tuberculosis,11
2023-03,Jaipur,Hepatitis A,18
2023-03,Lucknow,Dengue,48
2023-03,Lucknow,Malaria,15
2023-03,Lucknow,Cholera,15
2023-03,Lucknow,Typhoid,18
2023-03,Lucknow,Tuberculosis,32
2023-03,Lucknow,Hepatitis A,25
2023-04,Mumbai,Dengue,32
2023-04,Mumbai,Malaria,29
2023-04,Mumbai,Cholera,15
2023-04,Mumbai,Typhoid,9
2023-04,Mumbai,Tuberculosis,10
2023-04,Mumbai,Hepatitis A,23
2023-04,Delhi,Dengue,23
2023-04,Delhi,Malaria,20
2023-04,Delhi,Cholera,6
2023-04,Delhi,Typhoid,20
2023-04,Delhi,Tuberculosis,20
2023-04,Delhi,Hepatitis A,27
2023-04,Bengaluru,Dengue,13
2023-04,Bengaluru,Malaria,16
2023-04,Bengaluru,Cholera,19
2023-04,Bengaluru,Typhoid,5
2023-04,Bengaluru,Tuberculosis,7
2023-04,Bengaluru,Hepatitis A,18
2023-04,Hyderabad,Dengue,27
2023-04,Hyderabad,Malaria,10
2023-04,Hyderabad,Cholera,10
2023-04,Hyderabad,Typhoid,37
2023-04,Hyderabad,Tuberculosis,10
2023-04,Hyderabad,Hepatitis A,14
2023-04,Ahmedabad,Dengue,12
2023-04,Ahmedabad,Malaria,30
2023-04,Ahmedabad,Cholera,9
2023-04,Ahmedabad,Typhoid,15
2023-04,Ahmedabad,Tuberculosis,16
2023-04,Ahmedabad,Hepatitis A,37
2023-04,Chennai,Dengue,4
2023-04,Chennai,Malaria,21
2023-04,Chennai,Cholera,26
2023-04,Chennai,Typhoid,28
2023-04,Chennai,Tuberculosis,12
2023-04,Chennai,Hepatitis A,26
2023-04,Kolkata,Dengue,30
2023-04,Kolkata,Malaria,11
2023-04,Kolkata,Cholera,30
2023-04,Kolkata,Typhoid,21
2023-04,Kolkata,Tuberculosis,26
2023-04,Kolkata,Hepatitis A,10
2023-04,Pune,Dengue,15
2023-04,Pune,Malaria,7
2023-04,Pune,Cholera,12
2023-04,Pune,Typhoid,29
2023-04,Pune,Tuberculosis,17
2023-04,Pune,Hepatitis A,11
2023-04,Jaipur,Dengue,10
2023-04,Jaipur,Malaria,29
2023-04,Jaipur,Cholera,12
2023-04,Jaipur,Typhoid,24
2023-04,Jaipur,Tuberculosis,20
2023-04,Jaipur,Hepatitis A,17
2023-04,Lucknow,Dengue,8
2023-04,Lucknow,Malaria,23
2023-04,Lucknow,Cholera,21
2023-04,Lucknow,Typhoid,5
2023-04,Lucknow,Tuberculosis,21
2023-04,Lucknow,Hepatitis A,22
2023-05,Mumbai,Dengue,7
2023-05,Mumbai,Malaria,26
2023-05,Mumbai,Cholera,16
2023-05,Mumbai,Typhoid,7
2023-05,Mumbai,Tuberculosis,21
2023-05,Mumbai,Hepatitis A,8
2023-05,Delhi,Dengue,4
2023-05,Delhi,Malaria,15
2023-05,Delhi,Cholera,17
2023-05,Delhi,Typhoid,12
2023-05,Delhi,Tuberculosis,21
2023-05,Delhi,Hepatitis A,10
2023-05,Bengaluru,Dengue,17
2023-05,Bengaluru,Malaria,36
2023-05,Bengaluru,Cholera,6
2023-05,Bengaluru,Typhoid,5
2023-05,Bengaluru,Tuberculosis,23
2023-05,Bengaluru,Hepatitis A,19
2023-05,Hyderabad,Dengue,32
2023-05,Hyderabad,Malaria,5
2023-05,Hyderabad,Cholera,7
2023-05,Hyderabad,Typhoid,17
2023-05,Hyderabad,Tuberculosis,5
2023-05,Hyderabad,Hepatitis A,7
2023-05,Ahmedabad,Dengue,23
2023-05,Ahmedabad,Malaria,13
2023-05,Ahmedabad,Cholera,15
2023-05,Ahmedabad,Typhoid,7
2023-05,Ahmedabad,Tuberculosis,9
2023-05,Ahmedabad,Hepatitis A,11
2023-05,Chennai,Dengue,4
2023-05,Chennai,Malaria,8
2023-05,Chennai,Cholera,12
2023-05,Chennai,Typhoid,19
2023-05,Chennai,Tuberculosis,11
2023-05,Chennai,Hepatitis A,21
2023-05,Kolkata,Dengue,22
2023-05,Kolkata,Malaria,3
2023-05,Kolkata,Cholera,28
2023-05,Kolkata,Typhoid,22
2023-05,Kolkata,Tuberculosis,14
2023-05,Kolkata,Hepatitis A,12
2023-05,Pune,Dengue,29
2023-05,Pune,Malaria,11
2023-05,Pune,Cholera,24
2023-05,Pune,Typhoid,4
2023-05,Pune,Tuberculosis,5
2023-05,Pune,Hepatitis A,28
2023-05,Jaipur,Dengue,36
2023-05,Jaipur,Malaria,12
2023-05,Jaipur,Cholera,10
2023-05,Jaipur,Typhoid,16
2023-05,Jaipur,Tuberculosis,23
2023-05,Jaipur,Hepatitis A,21
2023-05,Lucknow,Dengue,10
2023-05,Lucknow,Malaria,18
2023-05,Lucknow,Cholera,14
2023-05,Lucknow,Typhoid,19
2023-05,Lucknow,Tuberculosis,19
2023-05,Lucknow,Hepatitis A,7
2023-06,Mumbai,Dengue,33
2023-06,Mumbai,Malaria,13
2023-06,Mumbai,Cholera,11
2023-06,Mumbai,Typhoid,1
2023-06,Mumbai,Tuberculosis,9
2023-06,Mumbai,Hepatitis A,25
2023-06,Delhi,Dengue,15
2023-06,Delhi,Malaria,31
2023-06,Delhi,Cholera,7
2023-06,Delhi,Typhoid,31
2023-06,Delhi,Tuberculosis,30
2023-06,Delhi,Hepatitis A,6
2023-06,Bengaluru,Dengue,26
2023-06,Bengaluru,Malaria,23
2023-06,Bengaluru,Cholera,11
2023-06,Bengaluru,Typhoid,14
2023-06,Bengaluru,Tuberculosis,7
2023-06,Bengaluru,Hepatitis A,10
2023-06,Hyderabad,Dengue,17
2023-06,Hyderabad,Malaria,11
2023-06,Hyderabad,Cholera,18
2023-06,Hyderabad,Typhoid,17
2023-06,Hyderabad,Tuberculosis,14
2023-06,Hyderabad,Hepatitis A,10
2023-06,Ahmedabad,Dengue,16
2023-06,Ahmedabad,Malaria,27
2023-06,Ahmedabad,Cholera,27
2023-06,Ahmedabad,Typhoid,19
2023-06,Ahmedabad,Tuberculosis,23
2023-06,Ahmedabad,Hepatitis A,16
2023-06,Chennai,Dengue,2
2023-06,Chennai,Malaria,7
2023-06,Chennai,Cholera,16
2023-06,Chennai,Typhoid,12
2023-06,Chennai,Tuberculosis,11
2023-06,Chennai,Hepatitis A,19
2023-06,Kolkata,Dengue,25
2023-06,Kolkata,Malaria,11
2023-06,Kolkata,Cholera,21
2023-06,Kolkata,Typhoid,7
2023-06,Kolkata,Tuberculosis,27
2023-06,Kolkata,Hepatitis A,29
2023-06,Pune,Dengue,12
2023-06,Pune,Malaria,23
2023-06,Pune,Cholera,11
2023-06,Pune,Typhoid,14
2023-06,Pune,Tuberculosis,22
2023-06,Pune,Hepatitis A,17
2023-06,Jaipur,Dengue,4
2023-06,Jaipur,Malaria,10
2023-06,Jaipur,Cholera,6
2023-06,Jaipur,Typhoid,32
2023-06,Jaipur,Tuberculosis,23
2023-06,Jaipur,Hepatitis A,20
2023-06,Lucknow,Dengue,15
2023-06,Lucknow,Malaria,18
2023-06,Lucknow,Cholera,20
2023-06,Lucknow,Typhoid,10
2023-06,Lucknow,Tuberculosis,14
2023-06,Lucknow,Hepatitis A,14
2023-07,Mumbai,Dengue,7
2023-07,Mumbai,Malaria,5
2023-07,Mumbai,Cholera,1
2023-07,Mumbai,Typhoid,23
2023-07,Mumbai,Tuberculosis,29
2023-07,Mumbai,Hepatitis A,18
2023-07,Delhi,Dengue,4
2023-07,Delhi,Malaria,10
2023-07,Delhi,Cholera,19
2023-07,Delhi,Typhoid,10
2023-07,Delhi,Tuberculosis,36
2023-07,Delhi,Hepatitis A,25
2023-07,Bengaluru,Dengue,24
2023-07,Bengaluru,Malaria,22
2023-07,Bengaluru,Cholera,20
2023-07,Bengaluru,Typhoid,17
2023-07,Bengaluru,Tuberculosis,10
2023-07,Bengaluru,Hepatitis A,10
2023-07,Hyderabad,Dengue,10
2023-07,Hyderabad,Malaria,4
2023-07,Hyderabad,Cholera,15
2023-07,Hyderabad,Typhoid,15
2023-07,Hyderabad,Tuberculosis,20
2023-07,Hyderabad,Hepatitis A,22
2023-07,Ahmedabad,Dengue,17
2023-07,Ahmedabad,Malaria,27
2023-07,Ahmedabad,Cholera,11
2023-07,Ahmedabad,Typhoid,36
2023-07,Ahmedabad,Tuberculosis,18
2023-07,Ahmedabad,Hepatitis A,24
2023-07,Chennai,Dengue,22
2023-07,Chennai,Malaria,25
2023-07,Chennai,Cholera,4
2023-07,Chennai,Typhoid,24
2023-07,Chennai,Tuberculosis,18
2023-07,Chennai,Hepatitis A,17
2023-07,Kolkata,Dengue,21
2023-07,Kolkata,Malaria,28
2023-07,Kolkata,Cholera,24
2023-07,Kolkata,Typhoid,17
2023-07,Kolkata,Tuberculosis,14
2023-07,Kolkata,Hepatitis A,11
2023-07,Pune,Dengue,15
2023-07,Pune,Malaria,12
2023-07,Pune,Cholera,11
2023-07,Pune,Typhoid,10
2023-07,Pune,Tuberculosis,8
2023-07,Pune,Hepatitis A,19
2023-07,Jaipur,Dengue,25
2023-07,Jaipur,Malaria,7
2023-07,Jaipur,Cholera,14
2023-07,Jaipur,Typhoid,15
2023-07,Jaipur,Tuberculosis,36
2023-07,Jaipur,Hepatitis A,10
2023-07,Lucknow,Dengue,14
2023-07,Lucknow,Malaria,13
2023-07,Lucknow,Cholera,28
2023-07,Lucknow,Typhoid,18
2023-07,Lucknow,Tuberculosis,12
2023-07,Lucknow,Hepatitis A,11
2023-08,Mumbai,Dengue,20
2023-08,Mumbai,Malaria,24
2023-08,Mumbai,Cholera,34
2023-08,Mumbai,Typhoid,17
2023-08,Mumbai,Tuberculosis,36
2023-08,Mumbai,Hepatitis A,28
2023-08,Delhi,Dengue,30
2023-08,Delhi,Malaria,28
2023-08,Delhi,Cholera,15
2023-08,Delhi,Typhoid,11
2023-08,Delhi,Tuberculosis,12
2023-08,Delhi,Hepatitis A,10
2023-08,Bengaluru,Dengue,9
2023-08,Bengaluru,Malaria,15
2023-08,Bengaluru,Cholera,18
2023-08,Bengaluru,Typhoid,7
2023-08,Bengaluru,Tuberculosis,22
2023-08,Bengaluru,Hepatitis A,6
2023-08,Hyderabad,Dengue,26
2023-08,Hyderabad,Malaria,31
2023-08,Hyderabad,Cholera,33
2023-08,Hyderabad,Typhoid,9
2023-08,Hyderabad,Tuberculosis,32
2023-08,Hyderabad,Hepatitis A,3
2023-08,Ahmedabad,Dengue,4
2023-08,Ahmedabad,Malaria,21
2023-08,Ahmedabad,Cholera,20
2023-08,Ahmedabad,Typhoid,20
2023-08,Ahmedabad,Tuberculosis,20
2023-08,Ahmedabad,Hepatitis A,29
2023-08,Chennai,Dengue,13
2023-08,Chennai,Malaria,15
2023-08,Chennai,Cholera,22
2023-08,Chennai,Typhoid,17
2023-08,Chennai,Tuberculosis,13
2023-08,Chennai,Hepatitis A,21
2023-08,Kolkata,Dengue,36
2023-08,Kolkata,Malaria,4
2023-08,Kolkata,Cholera,12
2023-08,Kolkata,Typhoid,12
2023-08,Kolkata,Tuberculosis,7
2023-08,Kolkata,Hepatitis A,17
2023-08,Pune,Dengue,7
2023-08,Pune,Malaria,13
2023-08,Pune,Cholera,39
2023-08,Pune,Typhoid,6
2023-08,Pune,Tuberculosis,13
2023-08,Pune,Hepatitis A,22
2023-08,Jaipur,Dengue,40
2023-08,Jaipur,Malaria,31
2023-08,Jaipur,Cholera,26
2023-08,Jaipur,Typhoid,8
2023-08,Jaipur,Tuberculosis,26
2023-08,Jaipur,Hepatitis A,19
2023-08,Lucknow,Dengue,6
2023-08,Lucknow,Malaria,20
2023-08,Lucknow,Cholera,11
2023-08,Lucknow,Typhoid,19
2023-08,Lucknow,Tuberculosis,17
2023-08,Lucknow,Hepatitis A,3
2023-09,Mumbai,Dengue,11
2023-09,Mumbai,Malaria,24
2023-09,Mumbai,Cholera,29
2023-09,Mumbai,Typhoid,18
2023-09,Mumbai,Tuberculosis,11
2023-09,Mumbai,Hepatitis A,20
2023-09,Delhi,Dengue,26
2023-09,Delhi,Malaria,13
2023-09,Delhi,Cholera,21
2023-09,Delhi,Typhoid,9
2023-09,Delhi,Tuberculosis,23
2023-09,Delhi,Hepatitis A,9
2023-09,Bengaluru,Dengue,7
2023-09,Bengaluru,Malaria,18
2023-09,Bengaluru,Cholera,14
2023-09,Bengaluru,Typhoid,25
2023-09,Bengaluru,Tuberculosis,25
2023-09,Bengaluru,Hepatitis A,7
2023-09,Hyderabad,Dengue,33
2023-09,Hyderabad,Malaria,6
2023-09,Hyderabad,Cholera,22
2023-09,Hyderabad,Typhoid,15
2023-09,Hyderabad,Tuberculosis,30
2023-09,Hyderabad,Hepatitis A,28
2023-09,Ahmedabad,Dengue,20
2023-09,Ahmedabad,Malaria,22
2023-09,Ahmedabad,Cholera,14
2023-09,Ahmedabad,Typhoid,13
2023-09,Ahmedabad,Tuberculosis,4
2023-09,Ahmedabad,Hepatitis A,5
2023-09,Chennai,Dengue,11
2023-09,Chennai,Malaria,20
2023-09,Chennai,Cholera,27
2023-09,Chennai,Typhoid,30
2023-09,Chennai,Tuberculosis,20
2023-09,Chennai,Hepatitis A,9
2023-09,Kolkata,Dengue,41
2023-09,Kolkata,Malaria,20
2023-09,Kolkata,Cholera,7
2023-09,Kolkata,Typhoid,28
2023-09,Kolkata,Tuberculosis,22
2023-09,Kolkata,Hepatitis A,13
2023-09,Pune,Dengue,11
2023-09,Pune,Malaria,30
2023-09,Pune,Cholera,7
2023-09,Pune,Typhoid,13
2023-09,Pune,Tuberculosis,5
2023-09,Pune,Hepatitis A,8
2023-09,Jaipur,Dengue,26
2023-09,Jaipur,Malaria,24
2023-09,Jaipur,Cholera,12
2023-09,Jaipur,Typhoid,27
2023-09,Jaipur,Tuberculosis,6
2023-09,Jaipur,Hepatitis A,4
2023-09,Lucknow,Dengue,33
2023-09,Lucknow,Malaria,24
2023-09,Lucknow,Cholera,15
2023-09,Lucknow,Typhoid,4
2023-09,Lucknow,Tuberculosis,16
2023-09,Lucknow,Hepatitis A,10
2023-10,Mumbai,Dengue,21
2023-10,Mumbai,Malaria,13
2023-10,Mumbai,Cholera,26
2023-10,Mumbai,Typhoid,14
2023-10,Mumbai,Tuberculosis,6
2023-10,Mumbai,Hepatitis A,20
2023-10,Delhi,Dengue,17
2023-10,Delhi,Malaria,12
2023-10,Delhi,Cholera,11
2023-10,Delhi,Typhoid,6
2023-10,Delhi,Tuberculosis,25
2023-10,Delhi,Hepatitis A,28
2023-10,Bengaluru,Dengue,33
2023-10,Bengaluru,Malaria,7
2023-10,Bengaluru,Cholera,10
2023-10,Bengaluru,Typhoid,20
2023-10,Bengaluru,Tuberculosis,12
2023-10,Bengaluru,Hepatitis A,26
2023-10,Hyderabad,Dengue,35
2023-10,Hyderabad,Malaria,28
2023-10,Hyderabad,Cholera,31
2023-10,Hyderabad,Typhoid,6
2023-10,Hyderabad,Tuberculosis,20
2023-10,Hyderabad,Hepatitis A,5
2023-10,Ahmedabad,Dengue,24
2023-10,Ahmedabad,Malaria,11
2023-10,Ahmedabad,Cholera,7
2023-10,Ahmedabad,Typhoid,13
2023-10,Ahmedabad,Tuberculosis,9
2023-10,Ahmedabad,Hepatitis A,14
2023-10,Chennai,Dengue,24
2023-10,Chennai,Malaria,14
2023-10,Chennai,Cholera,19
2023-10,Chennai,Typhoid,31
2023-10,Chennai,Tuberculosis,10
2023-10,Chennai,Hepatitis A,28
2023-10,Kolkata,Dengue,23
2023-10,Kolkata,Malaria,10
2023-10,Kolkata,Cholera,11
2023-10,Kolkata,Typhoid,16
2023-10,Kolkata,Tuberculosis,2
2023-10,Kolkata,Hepatitis A,18
2023-10,Pune,Dengue,10
2023-10,Pune,Malaria,15
2023-10,Pune,Cholera,9
2023-10,Pune,Typhoid,15
2023-10,Pune,Tuberculosis,11
2023-10,Pune,Hepatitis A,6
2023-10,Jaipur,Dengue,16
2023-10,Jaipur,Malaria,14
2023-10,Jaipur,Cholera,11
2023-10,Jaipur,Typhoid,27
2023-10,Jaipur,Tuberculosis,13
2023-10,Jaipur,Hepatitis A,19
2023-10,Lucknow,Dengue,21
2023-10,Lucknow,Malaria,21
2023-10,Lucknow,Cholera,18
2023-10,Lucknow,Typhoid,10
2023-10,Lucknow,Tuberculosis,26
2023-10,Lucknow,Hepatitis A,32
2023-11,Mumbai,Dengue,7
2023-11,Mumbai,Malaria,6
2023-11,Mumbai,Cholera,11
2023-11,Mumbai,Typhoid,5
2023-11,Mumbai,Tuberculosis,4
2023-11,Mumbai,Hepatitis A,8
2023-11,Delhi,Dengue,7
2023-11,Delhi,Malaria,15
2023-11,Delhi,Cholera,26
2023-11,Delhi,Typhoid,37
2023-11,Delhi,Tuberculosis,23
2023-11,Delhi,Hepatitis A,22
2023-11,Bengaluru,Dengue,34
2023-11,Bengaluru,Malaria,21
2023-11,Bengaluru,Cholera,10
2023-11,Bengaluru,Typhoid,42
2023-11,Bengaluru,Tuberculosis,11
2023-11,Bengaluru,Hepatitis A,27
2023-11,Hyderabad,Dengue,11
2023-11,Hyderabad,Malaria,28
2023-11,Hyderabad,Cholera,26
2023-11,Hyderabad,Typhoid,21
2023-11,Hyderabad,Tuberculosis,23
2023-11,Hyderabad,Hepatitis A,18
2023-11,Ahmedabad,Dengue,31
2023-11,Ahmedabad,Malaria,7
2023-11,Ahmedabad,Cholera,6
2023-11,Ahmedabad,Typhoid,25
2023-11,Ahmedabad,Tuberculosis,23
2023-11,Ahmedabad,Hepatitis A,12
2023-11,Chennai,Dengue,4
2023-11,Chennai,Malaria,28
2023-11,Chennai,Cholera,26
2023-11,Chennai,Typhoid,11
2023-11,Chennai,Tuberculosis,27
2023-11,Chennai,Hepatitis A,14
2023-11,Kolkata,Dengue,17
2023-11,Kolkata,Malaria,12
2023-11,Kolkata,Cholera,10
2023-11,Kolkata,Typhoid,11
2023-11,Kolkata,Tuberculosis,19
2023-11,Kolkata,Hepatitis A,14
2023-11,Pune,Dengue,21
2023-11,Pune,Malaria,26
2023-11,Pune,Cholera,17
2023-11,Pune,Typhoid,13
2023-11,Pune,Tuberculosis,30
2023-11,Pune,Hepatitis A,13
2023-11,Jaipur,Dengue,14
2023-11,Jaipur,Malaria,24
2023-11,Jaipur,Cholera,27
2023-11,Jaipur,Typhoid,12
2023-11,Jaipur,Tuberculosis,8
2023-11,Jaipur,Hepatitis A,8
2023-11,Lucknow,Dengue,19
2023-11,Lucknow,Malaria,21
2023-11,Lucknow,Cholera,7
2023-11,Lucknow,Typhoid,27
2023-11,Lucknow,Tuberculosis,18
2023-11,Lucknow,Hepatitis A,3
2023-12,Mumbai,Dengue,26
2023-12,Mumbai,Malaria,36
2023-12,Mumbai,Cholera,21
2023-12,Mumbai,Typhoid,32
2023-12,Mumbai,Tuberculosis,17
2023-12,Mumbai,Hepatitis A,20
2023-12,Delhi,Dengue,22
2023-12,Delhi,Malaria,12
2023-12,Delhi,Cholera,14
2023-12,Delhi,Typhoid,14
2023-12,Delhi,Tuberculosis,12
2023-12,Delhi,Hepatitis A,16
2023-12,Bengaluru,Dengue,10
2023-12,Bengaluru,Malaria,16
2023-12,Bengaluru,Cholera,17
2023-12,Bengaluru,Typhoid,19
2023-12,Bengaluru,Tuberculosis,18
2023-12,Bengaluru,Hepatitis A,25
2023-12,Hyderabad,Dengue,19
2023-12,Hyderabad,Malaria,30
2023-12,Hyderabad,Cholera,27
2023-12,Hyderabad,Typhoid,17
2023-12,Hyderabad,Tuberculosis,23
2023-12,Hyderabad,Hepatitis A,13
2023-12,Ahmedabad,Dengue,26
2023-12,Ahmedabad,Malaria,25
2023-12,Ahmedabad,Cholera,33
2023-12,Ahmedabad,Typhoid,18
2023-12,Ahmedabad,Tuberculosis,25
2023-12,Ahmedabad,Hepatitis A,17
2023-12,Chennai,Dengue,12
2023-12,Chennai,Malaria,16
2023-12,Chennai,Cholera,9
2023-12,Chennai,Typhoid,13
2023-12,Chennai,Tuberculosis,10
2023-12,Chennai,Hepatitis A,22
2023-12,Kolkata,Dengue,27
2023-12,Kolkata,Malaria,10
2023-12,Kolkata,Cholera,8
2023-12,Kolkata,Typhoid,17
2023-12,Kolkata,Tuberculosis,12
2023-12,Kolkata,Hepatitis A,21
2023-12,Pune,Dengue,6
2023-12,Pune,Malaria,9
2023-12,Pune,Cholera,16
2023-12,Pune,Typhoid,13
2023-12,Pune,Tuberculosis,3
2023-12,Pune,Hepatitis A,16
2023-12,Jaipur,Dengue,26
2023-12,Jaipur,Malaria,25
2023-12,Jaipur,Cholera,29
2023-12,Jaipur,Typhoid,35
2023-12,Jaipur,Tuberculosis,9
2023-12,Jaipur,Hepatitis A,17
2023-12,Lucknow,Dengue,9
2023-12,Lucknow,Malaria,8
2023-12,Lucknow,Cholera,3
2023-12,Lucknow,Typhoid,15
2023-12,Lucknow,Tuberculosis,27
2023-12,Lucknow,Hepatitis A,5
2024-01,Mumbai,Dengue,26
2024-01,Mumbai,Malaria,7
2024-01,Mumbai,Cholera,15
2024-01,Mumbai,Typhoid,6
2024-01,Mumbai,Tuberculosis,19
2024-01,Mumbai,Hepatitis A,4
2024-01,Delhi,Dengue,33
2024-01,Delhi,Malaria,12
2024-01,Delhi,Cholera,21
2024-01,Delhi,Typhoid,11
2024-01,Delhi,Tuberculosis,20
2024-01,Delhi,Hepatitis A,22
2024-01,Bengaluru,Dengue,9
2024-01,Bengaluru,Malaria,5
2024-01,Bengaluru,Cholera,18
2024-01,Bengaluru,Typhoid,7
2024-01,Bengaluru,Tuberculosis,17
2024-01,Bengaluru,Hepatitis A,14
2024-01,Hyderabad,Dengue,23
2024-01,Hyderabad,Malaria,20
2024-01,Hyderabad,Cholera,28
2024-01,Hyderabad,Typhoid,23
2024-01,Hyderabad,Tuberculosis,26
2024-01,Hyderabad,Hepatitis A,13
2024-01,Ahmedabad,Dengue,31
2024-01,Ahmedabad,Malaria,12
2024-01,Ahmedabad,Cholera,27
2024-01,Ahmedabad,Typhoid,22
2024-01,Ahmedabad,Tuberculosis,14
2024-01,Ahmedabad,Hepatitis A,19
2024-01,Chennai,Dengue,5
2024-01,Chennai,Malaria,16
2024-01,Chennai,Cholera,11
2024-01,Chennai,Typhoid,6
2024-01,Chennai,Tuberculosis,24
2024-01,Chennai,Hepatitis A,13
